id,WKT
0,"MULTILINESTRING ((11.9258200292 50.3018920743,11.925765 50.3019144,11.9251385 50.3022453,11.9249577 50.302345,11.924771 50.3024589,11.9243072 50.3027309,11.9241764 50.3028138,11.9239354 50.3029655,11.9236419612287 50.3031245107575,11.9236143 50.3031395,11.9234846 50.3032155,11.9234242 50.303249,11.9230503 50.3034218,11.9228682 50.3035,11.9225993 50.3036226,11.9220657 50.3038195,11.9216887 50.3039538,11.921177 50.3041361,11.9210893 50.3041674,11.9203564 50.3044285,11.9201429 50.3045009,11.9199505 50.3045642,11.9195977 50.3046911,11.9194536 50.3047468,11.9192904 50.3048207,11.9191118 50.3048913,11.9188892 50.3049717,11.9186315 50.3050623,11.9181709 50.3052219,11.9180442 50.3052692,11.9179312 50.3053295,11.9178484 50.3053802,11.9178002 50.3054147,11.9176884 50.3054949,11.9176061 50.3055586,11.9175517 50.3056075,11.9175253 50.3056366,11.9173311 50.3058625,11.9171102 50.3061164,11.9170934 50.3061363,11.9169896 50.3062568,11.916725 50.3065596,11.9166697 50.3066215,11.9164061 50.3069239,11.9161871 50.3071784,11.9161002 50.3072683,11.9160238 50.3073426,11.915921 50.3074269,11.9158384 50.3074855,11.915765 50.3075312,11.9156528 50.307595,11.9155663 50.3076379,11.9154707 50.3076816,11.9153544 50.3077279,11.9151181 50.307819,11.9150743 50.3077758,11.9150264 50.3077425,11.9149743 50.3077105,11.9149149 50.3076808,11.9142032 50.3074049,11.913414 50.3070869,11.9132938 50.3070395,11.9128284 50.3068638,11.9126845 50.30682,11.9125483 50.3067839,11.9124626 50.3067637,11.9123596 50.3067465,11.9122824 50.3067421,11.9122136 50.3067422,11.9121316 50.3067509,11.9120606 50.306764,11.9118119 50.3068187,11.9114372 50.3069178,11.9112947 50.3069552,11.9100567 50.3072895,11.9089624 50.3075791,11.9083574 50.3077381,11.908093 50.3078088,11.9079984 50.3078331,11.9076305 50.3079384,11.9076165 50.3079438,11.9074195 50.3080088,11.9070506 50.3081279,11.9060686 50.3084592,11.9059729 50.3084915,11.9057121 50.3085759,11.9054683 50.3086514,11.9052347 50.308714,11.9050296 50.3087625,11.9047298 50.3088289,11.9044081 50.3088994,11.9039931 50.3089977,11.9038264 50.3090346,11.9037478 50.3090513,11.9034489 50.3091184,11.9033425 50.3091424,11.9032479 50.309166,11.9031679 50.3091862,11.9030715 50.3092166,11.9029721 50.3092518,11.9028604 50.3092954,11.902631 50.3093933,11.9025642 50.3094279,11.9025175 50.3094548,11.9024329 50.3095041,11.9023582 50.3095515,11.9023071 50.3095854,11.902175 50.309681,11.9020678 50.3097664,11.9019576 50.3098718,11.9019382 50.309891,11.9018899 50.3099389,11.9018041 50.3100464,11.9017513 50.3101257,11.9017121 50.3101813,11.9014723 50.3106722,11.9013811 50.3108542,11.9012545 50.3111059,11.9011279 50.3113769,11.9011008 50.3114348,11.9010972 50.3114399,11.9010721 50.3114925,11.9009886 50.3116776,11.9009493 50.3117758,11.9009167 50.3118683,11.9008526 50.3121423,11.9008509 50.3122977,11.9008619 50.3124956,11.9008693 50.3125701,11.9009135 50.3128367,11.9009343 50.3129305,11.9010061 50.3132079,11.9010557 50.3133803,11.9010646 50.3134251,11.9011322 50.3137669,11.9012055 50.3141532,11.9012246 50.3142231,11.9012852 50.3145599,11.9014901 50.3154519,11.9015458 50.3157897,11.9015511 50.3159316,11.9015448 50.3160594,11.9015338 50.3161497,11.9015155 50.316264,11.9014732 50.3164159,11.9014259 50.3165175,11.9014207 50.3165298,11.9012576 50.3167959,11.9010425 50.3170706,11.9004689 50.3176452,11.8995531 50.3184473,11.8994942 50.3184961,11.8994374 50.3185432,11.8990826394 50.3188571037))"
1,"MULTILINESTRING ((11.9116208 50.3186645,11.9115555 50.3186425,11.9110924 50.3184835,11.9110629 50.3184716,11.9110307 50.3184477,11.911016 50.3184294,11.9110006 50.3183986,11.9109563 50.3182988,11.9109205 50.3182113,11.9103929 50.3170914,11.9101285 50.3171357,11.9099345 50.317165,11.9097546 50.3171868,11.9095842 50.3172015,11.9093212 50.3172189,11.9088407 50.3172349,11.9087013 50.3172423,11.9069274 50.3173021,11.9066498 50.3173124,11.9065076 50.3173201,11.9064272 50.3173223,11.9060422 50.3173326,11.905788 50.3173332,11.9057317 50.3173328,11.9056199 50.3173321,11.9052242 50.3173526,11.9050014 50.3173556,11.9046808 50.3173523,11.9045925 50.3173485,11.9044982 50.3173445,11.9045721 50.3172575,11.9046821 50.3171197,11.9049316 50.3167305,11.9051084 50.3164484,11.9052073 50.3162784,11.905241 50.3162204,11.9053696 50.3159666,11.9054784 50.3157281,11.9055652 50.3155148,11.9056915 50.3152043,11.9057259 50.3151197,11.9057996 50.3149107,11.9058732 50.3147018,11.9060289 50.3142805,11.9061538 50.3139528,11.9063612 50.3134265,11.9064251 50.3132644,11.9064817 50.3131208,11.9065459 50.3129677,11.9065911 50.3128601,11.9067028 50.3126498,11.9067238 50.3126104,11.9069392 50.3123119,11.9070768 50.3121414,11.907165 50.3120264,11.9072659 50.3119291,11.9074742 50.3117442,11.9077183 50.3115566,11.9078897 50.3114333,11.9080948 50.3112986,11.9084886 50.3110462,11.90864 50.3109504,11.9090807 50.3106726,11.9087018858764 50.3104304136439,11.9085686 50.3103452,11.9086594 50.3102878,11.908687 50.3102648,11.9087262 50.3102199,11.9087518 50.3102036,11.9087861 50.3101951,11.9088207 50.3101926,11.9088626 50.3101996,11.9089031 50.3102165,11.9090271 50.3102979,11.9091058 50.3103255,11.9093505 50.3104951,11.910224 50.3099303,11.9104983 50.3097549,11.9107017 50.3096123,11.9108813 50.3094776,11.9111341 50.3092549,11.9111971 50.3091925,11.9112224 50.3091675,11.9114244 50.3089615,11.912288 50.3080896,11.9125657 50.3077945,11.9127363 50.3075901,11.9128114 50.307513,11.9131491 50.3071647,11.9132938 50.3070395,11.9134185 50.3069326,11.9140282 50.3063163,11.9141392198 50.3062040162))"
2,"MULTILINESTRING ((11.8355072385 50.3007675841,11.8356207 50.3007626,11.8363778 50.3007545,11.8369797 50.3008013,11.837295 50.3008377,11.8375306 50.3008636,11.8379269 50.3009355,11.8382226 50.3009921,11.8386144 50.3010851,11.8390002 50.3011915,11.8449176 50.3030635,11.8458063 50.3032608,11.8466048 50.3033772,11.8472376 50.3034253,11.8482069 50.3034697,11.8485562 50.3034816,11.8517123 50.3035941,11.8524331 50.3036765,11.8530432 50.3038055,11.8536819 50.3039779,11.8542353 50.3041935,11.8544882 50.3043172,11.854899 50.3045323,11.855125 50.3046886,11.8554306 50.3049069,11.8556652 50.3051018,11.8558863 50.3053169,11.8560311 50.3054645,11.8562195 50.305693,11.8566288 50.3062955,11.8567999 50.306586,11.8570011 50.3069484,11.8576368 50.3081084,11.8577631 50.3082934,11.8578767 50.308452,11.8580115 50.3086147,11.8581304 50.3087394,11.8584658 50.3090215,11.8586759 50.3091679,11.8588574 50.3092716,11.8590793 50.3093916,11.8592491 50.3094716,11.8595569 50.3095956,11.8597639 50.3096695,11.8599762 50.3097326,11.8602309 50.3097997,11.8605483 50.3098634,11.8608497 50.3099088,11.8612287 50.3099441,11.8616373 50.3099651,11.8620587 50.3099685,11.8677767 50.3100746,11.8682158 50.3100852,11.8687961 50.3101161,11.8693266 50.3101515,11.8697462 50.3101931,11.8703751 50.310287,11.8707822 50.3103771,11.8711246 50.310463,11.8713114 50.3105125,11.8716606 50.3106223,11.8722053 50.3107986,11.8725797 50.3109133,11.8732055 50.3111009,11.8737275 50.3112457,11.8743567 50.3114125,11.8746619 50.3114946,11.8750881 50.3116064,11.8757918 50.3117785,11.8766081 50.3119565,11.8773754 50.3121298,11.8803632 50.3127909,11.8812373 50.3129928,11.8816813 50.3131108,11.8819893 50.313209,11.8821487 50.3132604,11.882345 50.3133325,11.8827184 50.3134853,11.8828921 50.3135564,11.8833871 50.313759,11.8837055 50.3138961,11.88416 50.3141041,11.8846613 50.3143015,11.8849537 50.3144099,11.8855815 50.3146238,11.8862433 50.3148174,11.8874225 50.3151623,11.8876138 50.3152265,11.8880354 50.3153438,11.8886273 50.3154921,11.8889362 50.3155708,11.8891767 50.3156201,11.8894806 50.315664,11.8898819 50.3157084,11.8904333 50.3157629,11.8915736 50.3158757,11.8926805 50.3159884,11.8932518 50.3160453,11.8935343 50.316079,11.8937743 50.3161139,11.8940019 50.3161522,11.8945846 50.3162721,11.8950337 50.3164067,11.8952409 50.3164885,11.8954945 50.3165887,11.8958344 50.3167189,11.8961532 50.3167997,11.896392 50.3168599,11.896686 50.3169348,11.8969033 50.3169889,11.8969788 50.3170042,11.8973334 50.3170766,11.8976053 50.3171139,11.8976396 50.3171195,11.8984567 50.3172512,11.8986502 50.3172828,11.8988314 50.3173124,11.8991456 50.3173637,11.8995033 50.3174222,11.9000275 50.3175174,11.9000651 50.3175242,11.900261 50.3175702,11.9004689 50.3176452,11.8995531 50.3184473,11.8994942 50.3184961,11.8994374 50.3185432,11.8983754 50.3194829,11.8994304 50.3200782,11.8997164 50.3202735,11.8998673 50.3203766,11.9003702 50.3207201,11.9013578 50.3201254,11.9018001 50.3197915,11.9019396 50.3196824,11.9020354 50.3196112,11.9022799 50.3193951,11.9026656 50.3190382,11.9028788 50.3188415,11.9029746 50.3187532,11.9030231 50.3187976,11.9030775 50.3188523,11.9029697 50.318951,11.9028131 50.3191154,11.9024284 50.3195069,11.902213 50.3196965,11.9018736 50.3199571,11.9015189 50.3201961,11.9012878 50.3203307,11.9007109 50.3206667,11.9004949 50.3207925,11.8999967 50.3211286,11.8997244 50.3213518,11.8995643 50.3215136,11.8989594 50.3221618,11.8983058 50.3228448,11.8981399 50.3230065,11.8980654 50.3230716,11.8979701 50.3231532,11.8979063 50.3232027,11.897846 50.3232477,11.8978142 50.3232698,11.8979248 50.323312,11.8979881 50.3233298,11.8980495 50.3233366,11.8981155 50.3233338,11.8987795 50.3232904,11.8988228 50.323361,11.8998538 50.3233364,11.899787 50.323683,11.8995252 50.3241938,11.8995397 50.3242685,11.8994003 50.3243034,11.898891 50.3244793,11.8990034 50.324704,11.8990175 50.3247331,11.8991481 50.3249653,11.8991877 50.3251098,11.8991343 50.3252503,11.8990659 50.3253977,11.899003 50.3255496,11.8989193 50.3257519,11.8988743 50.3258982,11.8988665 50.3260252,11.8989368 50.3266399,11.8989739566 50.3269650378))"
3,"MULTILINESTRING ((11.9098050936 50.3171806812,11.9099345 50.317165,11.9101285 50.3171357,11.9103929 50.3170914,11.9113707 50.3169225,11.911898 50.31683,11.9116103 50.3162495,11.9114106 50.3158242,11.9113241 50.3156076,11.911019 50.3148435,11.91254 50.3145624,11.9125319 50.3145429,11.9121106 50.3135242,11.9118353 50.3128586,11.9117632 50.3126843,11.9117249 50.312592,11.911797 50.3125534,11.9123487 50.3123164,11.9124639 50.3122899,11.9125841 50.3122908,11.9126786 50.312283,11.912904 50.3122405,11.9133347 50.3120846,11.9138511 50.3118684,11.9144573 50.3116286,11.9150246 50.3114197,11.9154315 50.311279,11.9158523 50.3111386,11.9170341 50.3107373,11.9187333 50.3101638,11.9190325 50.3100684,11.9193594 50.3099592,11.9195602 50.3098877,11.9206279 50.309519,11.9220611 50.3090147,11.92221 50.3089623,11.9224822 50.3088665,11.9227497 50.3087724,11.9233366 50.3085651,11.9234124 50.3085392,11.9236491 50.3084585,11.9238893 50.3083756,11.923919 50.3084068,11.9239336 50.3084228,11.9239497 50.3084462,11.9239611 50.3084728,11.9239707 50.3085057,11.9239742 50.3085921,11.9239781 50.3086125,11.9239874 50.3086314,11.924024 50.3086773,11.9238767 50.3087276,11.9248083 50.3098325,11.9256914 50.3109188,11.9254464 50.3110636,11.9253288 50.3111162,11.9250645 50.3112035,11.9248098 50.3112852,11.9242728 50.3114574,11.9226696 50.3119711,11.9223548 50.3120706,11.9225417 50.3123346,11.9226477 50.3124845,11.9225417 50.3123346,11.9223548 50.3120706,11.9199536 50.3128293,11.9193965 50.3134911,11.9193735 50.3135193,11.9190128 50.3139431,11.9186161 50.3138526,11.9182443 50.313782,11.9177422 50.3136177,11.9175248 50.313555,11.91729 50.3134977,11.9168048 50.3134062,11.9166434 50.3133911,11.9164836 50.313393,11.9160374 50.3134092,11.9158192 50.3134192,11.9156808 50.313406,11.915643 50.3135168,11.9156066 50.3136325,11.9155887 50.3137068,11.91556 50.3137421,11.9155203 50.3137603,11.9154783 50.3137711,11.9153999 50.3137793,11.9152228 50.3137919,11.9150374 50.3137808,11.9149038 50.3137421,11.9144932 50.3135841,11.9143749 50.3135502,11.9142614 50.313535,11.9136907 50.3135413,11.913598 50.3135322,11.9130723 50.3133609,11.9121106 50.3135242,11.910585 50.3138127,11.911019 50.3148435,11.9094392 50.3151157,11.9094906 50.3152181,11.9099041 50.3160398,11.9103929 50.3170914,11.9101285 50.3171357,11.9099345 50.317165,11.9097546 50.3171868,11.9095842 50.3172015,11.9093212 50.3172189,11.9088407 50.3172349,11.9087013 50.3172423,11.9069274 50.3173021,11.9066498 50.3173124,11.9065076 50.3173201,11.9064272 50.3173223,11.9060422 50.3173326,11.9060749 50.3180846,11.9060711 50.3181673,11.906052 50.3182768,11.9060139 50.3183643,11.9058996 50.318486,11.905792392 50.318574596,11.9058996 50.318486,11.9060139 50.3183643,11.906052 50.3182768,11.9060711 50.3181673,11.9060749 50.3180846,11.9060422 50.3173326,11.905788 50.3173332,11.9057317 50.3173328,11.9056199 50.3173321,11.9052242 50.3173526,11.9050014 50.3173556,11.9046808 50.3173523,11.9045925 50.3173485,11.9044982 50.3173445,11.9045721 50.3172575,11.9046821 50.3171197,11.9049316 50.3167305,11.9051084 50.3164484,11.9052073 50.3162784,11.905241 50.3162204,11.9053696 50.3159666,11.9054784 50.3157281,11.9055652 50.3155148,11.9056915 50.3152043,11.9057259 50.3151197,11.9057996 50.3149107,11.9058732 50.3147018,11.9060289 50.3142805,11.9061538 50.3139528,11.9063612 50.3134265,11.9064251 50.3132644,11.9064817 50.3131208,11.9065459 50.3129677,11.9065911 50.3128601,11.9067028 50.3126498,11.9067238 50.3126104,11.9069392 50.3123119,11.9070768 50.3121414,11.907165 50.3120264,11.9070057 50.3120137,11.9066230737247 50.3119830867364,11.906522 50.311975,11.9060188 50.3119254,11.9058884 50.3119137,11.9057482 50.3119029,11.9055209 50.3118865,11.9045384 50.3117324,11.9035071 50.3115701,11.9034025 50.311546,11.902545 50.3113793,11.9024353 50.3113567,11.902308 50.3113284,11.9018488 50.3112309,11.901777 50.3112158,11.9012545 50.3111059,11.9005086 50.3109592,11.9001178 50.3108824,11.8997179 50.3108105,11.8975163 50.3104723,11.8973307 50.3104425,11.8971676983 50.3104201523))"
4,"MULTILINESTRING ((11.8342904864 50.300821041,11.8356207 50.3007626,11.8363778 50.3007545,11.8369797 50.3008013,11.837295 50.3008377,11.8375306 50.3008636,11.8379269 50.3009355,11.8382226 50.3009921,11.8386144 50.3010851,11.8390002 50.3011915,11.8449176 50.3030635,11.8458063 50.3032608,11.8466048 50.3033772,11.8472376 50.3034253,11.8482069 50.3034697,11.8485562 50.3034816,11.8517123 50.3035941,11.8524331 50.3036765,11.8530432 50.3038055,11.8536819 50.3039779,11.8542353 50.3041935,11.8544882 50.3043172,11.854899 50.3045323,11.855125 50.3046886,11.8554306 50.3049069,11.8556652 50.3051018,11.8558863 50.3053169,11.8560311 50.3054645,11.8562195 50.305693,11.8566288 50.3062955,11.8567999 50.306586,11.8570011 50.3069484,11.8576368 50.3081084,11.8577631 50.3082934,11.8578767 50.308452,11.8580115 50.3086147,11.8581304 50.3087394,11.8584658 50.3090215,11.8586759 50.3091679,11.8588574 50.3092716,11.8590793 50.3093916,11.8592491 50.3094716,11.8595569 50.3095956,11.8597639 50.3096695,11.8599762 50.3097326,11.8602309 50.3097997,11.8605483 50.3098634,11.8608497 50.3099088,11.8612287 50.3099441,11.8616373 50.3099651,11.8620587 50.3099685,11.8677767 50.3100746,11.8682158 50.3100852,11.8687961 50.3101161,11.8689144208 50.3101239958))"
5,"MULTILINESTRING ((11.9003782198 50.3177246144,11.9004689 50.3176452,11.9010425 50.3170706,11.9012576 50.3167959,11.9014207 50.3165298,11.9019371 50.3166374,11.902561 50.3167787,11.9025725 50.3167813,11.9028579309096 50.3168563548143,11.902859739793 50.3168568304646,11.9031361 50.3169295,11.9033212 50.3169809,11.9034757 50.3170142,11.9035431 50.3170279,11.9036542 50.3170458,11.9037396 50.3170623,11.9038215 50.3170824,11.9042363 50.3171998,11.9043178 50.317219,11.9044064 50.3172354,11.9045721 50.3172575,11.9046646 50.3172615,11.9047558 50.3172656,11.9046808 50.3173523,11.9045995 50.3174429,11.9045117 50.3175363,11.9039953 50.3180103,11.903267 50.3186789,11.9030775 50.3188523,11.9032146 50.3190396,11.9033457 50.3192147,11.9034918 50.3194585,11.9035216 50.3194992,11.9035437 50.3195294,11.9036027 50.3196099,11.9036735 50.3196699,11.9038033 50.319769,11.9038963 50.3198391,11.903989 50.3198959,11.904089 50.3199472,11.90438 50.3200769,11.9046099 50.3201852,11.9047636 50.3202655,11.9048161 50.3202935,11.9049047 50.3203434,11.9049473 50.3203722,11.9049827 50.320403,11.9050179 50.3204396,11.9050374 50.3204663,11.9050542 50.3205014,11.9051195 50.3206477,11.9051407 50.3206953,11.9051761 50.3207548,11.905205 50.3207976,11.9052458 50.320843,11.9052869 50.3208762,11.9053237 50.3209012,11.9053904 50.3209349,11.9054579 50.3209658,11.9057322 50.3210778,11.9059079 50.3211525,11.9061356 50.3212496,11.9062191 50.3212824,11.9062773 50.3213065,11.9063804 50.3213452,11.9064716 50.3213765,11.9065557 50.3214033,11.906636 50.3214237,11.9067158 50.3214411,11.9068463 50.3214665,11.9069826 50.3214823,11.9071087 50.3214934,11.9072469 50.321504,11.9073409 50.3215098,11.9075324 50.3215216,11.9076208 50.3215359,11.9077079 50.3215539,11.9078503 50.3215901,11.9080273 50.3216385,11.908377 50.3217436,11.908876 50.3219143,11.9093343 50.3220721,11.9094916 50.3221185,11.9097411 50.3221901,11.9098618 50.3222192,11.9099825 50.3222363,11.910091 50.3222461,11.9101997 50.3222509,11.9103194 50.3222497,11.9106651 50.3222449,11.9114969 50.3222235,11.9117527 50.3222126,11.9121333 50.3221898,11.9124514 50.3221635,11.9129969 50.3221111,11.9132293 50.3220933,11.9134178 50.3220877,11.9135351 50.3220915,11.9136494 50.3221022,11.9138061 50.3221229,11.9140965 50.3221894,11.9144074 50.3222958,11.9146219 50.3223738,11.9149712 50.3225012,11.9158917 50.3228087,11.9163821 50.322959,11.9164438 50.3229791,11.9166147 50.3230344,11.9169258 50.3231426,11.9171101 50.3232143,11.9172136 50.3232581,11.9172559 50.3232784,11.9174318 50.323364,11.9175775 50.3234314,11.9178019 50.3235149,11.9178933 50.3235489,11.9180354 50.3235927,11.9181882 50.323632,11.9183358 50.3236611,11.918514 50.3236963,11.9187628 50.3237364,11.9189681 50.3237672,11.9192502 50.3238011,11.9192415 50.3236799,11.919187 50.3230647,11.9191866 50.3230274,11.9191869 50.3229386,11.919181 50.3228817,11.9191723 50.32284,11.9191143 50.3226329,11.9190341 50.3223284,11.9189091 50.3220212,11.9188333 50.3218176,11.918799 50.3217428,11.9186899 50.321524,11.9185994 50.321355,11.918452 50.3211745,11.9181094 50.3207221,11.9180612 50.3206487,11.9177583 50.3202452,11.9177309 50.320208,11.9176996 50.3201654,11.9176719 50.3201278,11.9176439 50.3200976,11.9174902 50.3199016,11.9174161 50.3198272,11.9173465 50.319761,11.9172658 50.319696,11.9171899 50.3196379,11.9171048 50.3195769,11.9170214 50.3195309,11.9169133 50.3194816,11.9167711 50.3194226,11.9167314 50.3194005,11.9166976 50.319374,11.9166637 50.319341,11.9166342 50.3192978,11.9164725 50.3190257,11.916379 50.3188577,11.9163434 50.3188369,11.9163192 50.318827,11.9162862 50.3188199,11.9162369 50.3188128,11.9161537 50.3188104,11.9158653 50.3188703,11.9156852 50.3189244,11.9156494 50.3189363,11.915614 50.3189498,11.9153469 50.3190494,11.9152492 50.3190812,11.9151506 50.319104,11.9150381 50.3191172,11.9149222 50.319123,11.9147726 50.3191227,11.9146419 50.3191149,11.9145157 50.3191017,11.9143559 50.3190787,11.914195 50.3190594,11.9133108 50.3189853,11.9125829 50.3189154,11.9123939 50.3188981,11.9122705 50.318875,11.9121792 50.3188521,11.9116208 50.3186645,11.9115555 50.3186425,11.9110924 50.3184835,11.9110629 50.3184716,11.9110307 50.3184477,11.911016 50.3184294,11.9110006 50.3183986,11.9109563 50.3182988,11.9109205 50.3182113,11.9121764 50.3178958,11.9124052 50.3178383,11.9126539 50.317765,11.9131515 50.3176372,11.9134168 50.3175483,11.9136182 50.3174678,11.9136693 50.3174412,11.9136939 50.3174206,11.9137106 50.3173976,11.9137193 50.317374,11.9137223 50.3173571,11.9137219 50.3173267,11.9137147 50.3172692,11.9137013 50.3172125,11.9134023 50.3165645,11.9130561 50.3158098,11.9129305 50.3155061,11.91254 50.3145624,11.9139204 50.314334,11.9143162 50.3143004,11.9151744 50.3141629,11.9152568 50.3141473,11.9153347 50.3141239,11.9154351 50.3140781,11.9154987 50.3140632,11.9154338 50.3142964,11.915336 50.3150028,11.9153293 50.3150569,11.9153188 50.3151208,11.9147183 50.3151203,11.9146059 50.3151291,11.914478 50.3151505,11.914408 50.3151653,11.9139189 50.3152779,11.9137565 50.3153149,11.9136743 50.3153332,11.9129305 50.3155061,11.9130561 50.3158098,11.9134023 50.3165645,11.9122796 50.3167631,11.911898 50.31683,11.9113707 50.3169225,11.9103929 50.3170914,11.9101285 50.3171357,11.9099345 50.317165,11.9097546 50.3171868,11.9095842 50.3172015,11.9093212 50.3172189,11.9088407 50.3172349,11.9087013 50.3172423,11.9069274 50.3173021,11.9066498 50.3173124,11.9065076 50.3173201,11.9064272 50.3173223,11.9060422 50.3173326,11.905788 50.3173332,11.9057317 50.3173328,11.9056199 50.3173321,11.9052242 50.3173526,11.9050014 50.3173556,11.9046808 50.3173523,11.9045925 50.3173485,11.9044982 50.3173445,11.9043535 50.3173238,11.9042541 50.3173028,11.9040802 50.3172515,11.9038889 50.3171834,11.9034645 50.3170293,11.9033212 50.3169809,11.9031361 50.3169295,11.9025725 50.3167813,11.902561 50.3167787,11.9019371 50.3166374,11.9014207 50.3165298,11.9012576 50.3167959,11.9010425 50.3170706,11.9004689 50.3176452,11.9000866374 50.3179800016))"
6,"MULTILINESTRING ((11.9082294614 50.3113559668,11.9080498 50.3114748,11.9078875 50.3115865,11.9078119 50.3116414,11.9077277 50.3117073,11.9077044556189 50.3117273988487,11.9076139 50.3118057,11.9074547 50.3119457,11.907391 50.3120104,11.9072396 50.3121734,11.9070795 50.3123559,11.9068836 50.3126322,11.9067439 50.3128887,11.9067012 50.3129964,11.9066409 50.3131487,11.9063487 50.3139247,11.9063256 50.3139859,11.9061864 50.3143335,11.90612 50.3145323,11.9061178 50.314539,11.9060554 50.3147234,11.9058978 50.3151407,11.9058255 50.3153122,11.9058103 50.3153482,11.905641 50.3157496,11.9055355 50.3159965,11.9054137 50.3162344,11.9052744 50.3164858,11.9050886 50.3167682,11.9048804 50.3170901,11.9047558 50.3172656,11.9046808 50.3173523,11.9045925 50.3173485,11.9044982 50.3173445,11.9043535 50.3173238,11.9042541 50.3173028,11.9040802 50.3172515,11.9038889 50.3171834,11.9034645 50.3170293,11.9033212 50.3169809,11.9031361 50.3169295,11.902859739793 50.3168568304646,11.9028579309096 50.3168563548143,11.9025725 50.3167813,11.902561 50.3167787,11.9019371 50.3166374,11.9014207 50.3165298,11.9013890180057 50.3165250087601,11.901018 50.3164689,11.9007345 50.3164261,11.9003574 50.3163789,11.9001167 50.3163686,11.8998947 50.316381,11.8996478 50.3164088,11.8993395 50.3164709,11.8990459 50.3165492,11.8985401 50.3167009,11.8980682 50.3168193,11.8978018 50.3168888,11.8977721 50.3168976,11.8976661 50.3169294,11.8975682 50.3169661,11.8975218 50.3170019,11.8974788 50.3170474,11.8974257 50.3170702,11.8973334 50.3170766,11.8969788 50.3170042,11.8969033 50.3169889,11.896686 50.3169348,11.896392 50.3168599,11.8961532 50.3167997,11.8958344 50.3167189,11.8954945 50.3165887,11.8952409 50.3164885,11.8950337 50.3164067,11.8945846 50.3162721,11.8940019 50.3161522,11.8937743 50.3161139,11.8935343 50.316079,11.8932518 50.3160453,11.8926805 50.3159884,11.8915736 50.3158757,11.8904333 50.3157629,11.8898819 50.3157084,11.8894806 50.315664,11.8891767 50.3156201,11.8889362 50.3155708,11.8886273 50.3154921,11.8880354 50.3153438,11.8876138 50.3152265,11.8874225 50.3151623,11.8862433 50.3148174,11.8855815 50.3146238,11.8849537 50.3144099,11.8846613 50.3143015,11.8845829139 50.3142706353))"
7,"MULTILINESTRING ((11.9149689042 50.2965453997,11.915414 50.2970295,11.9163301 50.2979856,11.9165762 50.2982345,11.9169278 50.2986193,11.9170846 50.298806,11.9172125 50.29896,11.9173078 50.2990847,11.9174733 50.2993005,11.9176065 50.2994888,11.9176417112 50.2995449617))"
