id,time,geometry
3,2018-07-06 12:18:19+00:00,POINT (11.910351 50.317029)
3,2018-07-06 12:18:33+00:00,POINT (11.910191 50.317185)
3,2018-07-06 12:18:33+00:00,POINT (11.910377 50.317124)
3,2018-07-06 12:18:38+00:00,POINT (11.909634 50.317273)
3,2018-07-06 12:18:43+00:00,POINT (11.908945 50.317303)
3,2018-07-06 12:18:46+00:00,POINT (11.908515 50.317307)
3,2018-07-06 12:18:48+00:00,POINT (11.908515 50.317307)
3,2018-07-06 12:18:51+00:00,POINT (11.90776 50.317325)
3,2018-07-06 12:18:58+00:00,POINT (11.906613 50.317366)
3,2018-07-06 12:19:03+00:00,POINT (11.906039 50.317413)
3,2018-07-06 12:19:03+00:00,POINT (11.906312 50.31737)
3,2018-07-06 12:19:18+00:00,POINT (11.905811 50.318511)
3,2018-07-06 12:19:33+00:00,POINT (11.905834 50.318777)
3,2018-07-06 12:23:51+00:00,POINT (11.90586 50.318708)
3,2018-07-06 12:23:54+00:00,POINT (11.905767 50.318562)
3,2018-07-06 12:24:04+00:00,POINT (11.905767 50.318562)
3,2018-07-06 12:24:34+00:00,POINT (11.905767 50.318562)
3,2018-07-06 12:24:49+00:00,POINT (11.905767 50.318562)
3,2018-07-06 12:25:04+00:00,POINT (11.905767 50.318562)
3,2018-07-06 12:25:19+00:00,POINT (11.905767 50.318562)
3,2018-07-06 12:25:32+00:00,POINT (11.906036 50.318225)
3,2018-07-06 12:25:34+00:00,POINT (11.906036 50.318225)
3,2018-07-06 12:25:37+00:00,POINT (11.906051 50.317729)
3,2018-07-06 12:25:42+00:00,POINT (11.906011 50.317408)
3,2018-07-06 12:25:49+00:00,POINT (11.906011 50.317408)
3,2018-07-06 12:25:57+00:00,POINT (11.904868 50.317329)
3,2018-07-06 12:26:00+00:00,POINT (11.904619 50.317236)
3,2018-07-06 12:26:04+00:00,POINT (11.904675 50.316991)
3,2018-07-06 12:26:06+00:00,POINT (11.904884 50.316666)
3,2018-07-06 12:26:11+00:00,POINT (11.905258 50.316041)
3,2018-07-06 12:26:17+00:00,POINT (11.905611 50.315349)
3,2018-07-06 12:26:19+00:00,POINT (11.905611 50.315349)
3,2018-07-06 12:26:22+00:00,POINT (11.905752 50.315035)
3,2018-07-06 12:26:34+00:00,POINT (11.905752 50.315035)
3,2018-07-06 12:26:49+00:00,POINT (11.905752 50.315035)
